day from 01/01/2002,sapflow mm,sd,negative sd happen only where there is no data�
1,-1,0,
2,-1,0,
3,-1,0,
4,-1,0,
5,-1,0,
6,-1,0,
7,-1,0,
8,-1,0,
9,-1,0,
10,-1,0,
11,-1,0,
12,-1,0,
13,-1,0,
14,-1,0,
15,-1,0,
16,-1,0
17,-1,0
18,-1,0
19,-1,0
20,-1,0
21,-1,0
22,-1,0
23,-1,0
24,-1,0
25,-1,0
26,-1,0
27,-1,0
28,-1,0
29,-1,0
30,-1,0
31,-1,0
32,-1,0
33,-1,0
34,-1,0
35,-1,0
36,-1,0
37,-1,0
38,-1,0
39,-1,0
40,-1,0
41,-1,0
42,-1,0
43,-1,0
44,-1,0
45,-1,0
46,-1,0
47,-1,0
48,-1,0
49,-1,0
50,-1,0
51,-1,0
52,-1,0
53,-1,0
54,-1,0
55,-1,0
56,-1,0
57,-1,0
58,-1,0
59,-1,0
60,-1,0
61,-1,0
62,-1,0
63,-1,0
64,-1,0
65,-1,0
66,-1,0
67,-1,0
68,-1,0
69,-1,0
70,-1,0
71,-1,0
72,-1,0
73,-1,0
74,-1,0
75,-1,0
76,-1,0
77,-1,0
78,-1,0
79,-1,0
80,-1,0
81,-1,0
82,0.5875,0.12454
83,2.1735,0.50263
84,-1,0
85,-1,0
86,-1,0
87,-1,0
88,-1,0
89,-1,0
90,-1,0
91,-1,0
92,-1,0
93,-1,0
94,-1,0
95,-1,0
96,-1,0
97,-1,0
98,-1,0
99,-1,0
100,-1,0
101,-1,0
102,-1,0
103,-1,0
104,-1,0
105,-1,0
106,-1,0
107,-1,0
108,-1,0
109,-1,0
110,-1,0
111,-1,0
112,-1,0
113,-1,0
114,-1,0
115,-1,0
116,-1,0
117,-1,0
118,-1,0
119,2.505,0.51859
120,2.3394,0.52032
121,-1,-0.21668
122,3.261,0
123,3.1968,0.68892
124,2.4713,0
125,2.6994,0.60442
126,0.9435,0.20973
127,-1,-0.21657
128,2.0351,0.45575
129,2.1803,0.47928
130,-1,0
131,-1,0
132,2.9473,0.63795
133,3.3635,0.752
134,4.2257,0.93561
135,3.2893,0.72026
136,2.3546,0.52034
137,3.0946,0.74099
138,2.891,0.62612
139,3.662,0.80511
140,-1,-0.22255
141,4.1005,0.87582
142,3.0548,0.65381
143,2.3825,0.50852
144,2.5394,0.53999
145,1.6918,0.3496
146,-1,-0.25049
147,-1,0
148,-1,-0.21308
149,-1,-0.21519
150,-1,-0.23127
151,-1,0
152,-1,0
153,-1,0
154,-1,0
155,-1,0
156,-1,0
157,-1,-0.25864
158,-1,-0.24925
159,-1,0
160,-1,0
161,-1,0
162,-1,0
163,-1,0
164,-1,0
165,1.7765,0.36319
166,2.3462,0.49957
167,2.075,0.45322
168,2.0266,0.41182
169,4.3127,1.1202
170,2.3069,0.48367
171,3.239,0.70238
172,2.6492,0.62801
173,-1,-0.22145
174,3.3002,0.74227
175,2.7401,0.63511
176,2.8777,0.69733
177,2.3457,0.52993
178,1.8742,0.43823
179,3.8435,0.91232
180,4.4029,1.0738
181,-1,0
182,-1,-0.21322
183,-1,-0.20295
184,-1,0
185,-1,0
186,-1,0
187,-1,0
188,-1,0
189,2.7439,0.61061
190,-1,0
191,-1,0
192,-1,0
193,-1,0
194,-1,0
195,-1,0
196,-1,0
197,-1,0
198,-1,0
199,-1,0
200,-1,0
201,-1,0
202,-1,0
203,-1,0
204,-1,0
205,-1,0
206,-1,0
207,-1,0
208,-1,0
209,2.6234,0.59682
210,-1,-0.23533
211,-1,0
212,-1,-0.2428
213,-1,-0.22375
214,-1,-0.22757
215,-1,-0.23481
216,-1,0
217,3.3751,0.77154
218,-1,-0.25342
219,-1,-0.22172
220,3.9881,0.88234
221,3.5452,0.80034
222,3.4453,0.80101
223,3.649,0.84413
224,-1,-0.24623
225,3.6911,0.84295
226,3.5052,0.79992
227,-1,-0.23762
228,4.1797,0.96158
229,-1,-0.23685
230,-1,-0.21586
231,3.6862,0.85259
232,3.3213,0.77603
233,3.4265,0.7912
234,3.5028,0.84011
235,-1,-0.23817
236,3.8975,0.8984
237,-1,-0.24901
238,-1,-0.25763
239,3.8615,0.88396
240,3.1795,0.73214
241,3.5152,0.8122
242,-1,-0.24099
243,-1,0
244,4.1685,0.95774
245,3.7465,0.82374
246,-1,0
247,4.1941,1.0011
248,4.5482,1.0636
249,-1,-0.22735
250,4.6709,1.1051
251,4.1561,0.95596
252,-1,0
253,-1,0
254,4.3088,0.97809
255,4.1162,0.91398
256,3.6007,0.82997
257,3.7858,0.87749
258,-1,0
259,-1,0
260,3.9283,0.90695
261,-1,-0.22277
262,-1,-0.24199
263,-1,-0.24708
264,4.1535,0.94266
265,3.7261,0.85281
266,4.0316,0.89397
267,-1,-0.23019
268,3.6221,0
269,3.7956,0
270,-1,-0.22594
271,3.6509,0.82212
272,-1,-0.28594
273,-1,-0.21824
274,4.1886,0.9522
275,3.8073,0
276,-1,0
277,3.8553,0.89828
278,-1,-0.24886
279,-1,0
280,-1,0
281,-1,-0.23584
282,-1,-0.28819
283,4.0689,0.91705
284,-1,-0.2459
285,-1,0
286,-1,0
287,-1,0
288,-1,0
289,3.8415,0.84641
290,-1,-0.22941
291,-1,0
292,-1,-0.22486
293,3.5128,0.81006
294,-1,-0.25148
295,-1,0
296,-1,-0.23151
297,-1,0
298,-1,-0.23447
299,-1,0
300,-1,0
301,-1,0
302,-1,0
303,-1,-0.24091
304,-1,0
305,3.4048,0.81614
306,-1,-0.26063
307,-1,0
308,3.9166,0.9112
309,3.7854,0.82849
310,3.5858,0.78197
311,-1,0
312,-1,0
313,-1,0
314,-1,-0.21075
315,4.0768,0.91941
316,3.218,0.71392
317,2.872,0
318,2.9855,0
319,3.6633,0.75943
320,3.5999,0.75072
321,-1,0
322,-1,0
323,4.1579,0.93499
324,-1,0
325,-1,0
326,4.1451,0.88081
327,3.4014,0.72974
328,3.8676,0.79822
329,3.4099,0.73698
330,3.282,0.70144
331,3.5379,0.77815
332,3.5007,0.77037
333,3.3249,0.79328
334,3.3124,0.69152
335,2.9222,0
